Flickr Order,Ensemble,project_sample_id,image_id,Total Individuals,G1 Elateridae,G2 Cerambycidae,G3 Curculionidae,G4 Scarabaeidae,G5 Lampyridae,Habitat,PlotID,Locality,Longitude,Latitude,Elevation,Date,Month,PlotID #,Unique Plot*Month,PlotXMonth ID,,,,,,image_id,habitat,plotid,locality,longitude,latitude,elevation,collection_date,,,
565,3,Huat_NHMUK015580222-10,huat_nhmuk015580222-10_thumbnail,18,14,2,0,0,0,Moderately disturbed tropical dry forest,Huat05,Cacaluta5,-96.165000,15.727411,10,2022-06-02,6,5,75,25,,,,,,Huat11 03-05-22 (3) b_thumbnail,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,2022-05-03,,,
566,3,Huat_NHMUK015580222-11,huat_nhmuk015580222-11_thumbnail,24,9,0,3,0,0,Moderately disturbed tropical dry forest,Huat05,Cacaluta5,-96.165000,15.727411,10,2022-06-02,6,5,75,25,,,,,,Huat11 03-05-22 (3) a_thumbnail,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,2022-05-03,,,
567,3,Huat_NHMUK015580222-12,huat_nhmuk015580222-12_thumbnail,28,0,0,8,2,0,Moderately disturbed tropical dry forest,Huat05,Cacaluta5,-96.165000,15.727411,10,2022-06-02,6,5,75,25,,,,,,Huat11 03-05-22 (2) c_thumbnail,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,2022-05-03,,,
568,3,Huat_NHMUK015580222-13,huat_nhmuk015580222-13_thumbnail,31,1,0,12,3,0,Moderately disturbed tropical dry forest,Huat05,Cacaluta5,-96.165000,15.727411,10,2022-06-02,6,5,75,25,,,,,,Huat11 03-05-22 (2) b_thumbnail,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,2022-05-03,,,
569,3,Huat_NHMUK015580222-14,huat_nhmuk015580222-14_thumbnail,35,0,0,24,2,0,Moderately disturbed tropical dry forest,Huat05,Cacaluta5,-96.165000,15.727411,10,2022-06-02,6,5,75,25,,,,,,Huat11 03-05-22 (2) a_thumbnail,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,2022-05-03,,,
570,3,Huat_NHMUK015580222-15,huat_nhmuk015580222-15_thumbnail,31,1,0,12,2,0,Moderately disturbed tropical dry forest,Huat05,Cacaluta5,-96.165000,15.727411,10,2022-06-02,6,5,75,25,,,,,,Huat11 03-05-22 (1) c_thumbnail,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,2022-05-03,,,
571,3,Huat_NHMUK015580222-16,huat_nhmuk015580222-16_thumbnail,42,1,0,3,9,0,Moderately disturbed tropical dry forest,Huat05,Cacaluta5,-96.165000,15.727411,10,2022-06-02,6,5,75,25,,,,,,Huat11 03-05-22 (1) b_thumbnail,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,2022-05-03,,,
657,3,Huat_NHMUK015580222-13,huat_nhmuk015580222-13_thumbnail,31,2,0,13,0,0,Moderately disturbed tropical dry forest,Huat05,Cacaluta5,-96.165000,15.727411,10,2022-06-02,6,5,75,25,,,,,,Huat11 03-05-22 (1) a_thumbnail,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,2022-05-03,,,
697,3,Huat_NHMUK015580261-01,Huat_NHMUK015580261-01_thumbnail,2,0,1,0,0,0,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-06-03,6,6,76,26,,,,,,Huat10 25-08-22 c_thumbnail,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-08-25,,,
698,3,Huat_NHMUK015580261-02,Huat_NHMUK015580261-02_thumbnail,9,1,6,0,1,0,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-06-03,6,6,76,26,,,,,,Huat10 25-08-22 b_thumbnail,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-08-25,,,
699,3,Huat_NHMUK015580261-03,Huat_NHMUK015580261-03_thumbnail,2,0,0,0,0,0,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-06-03,6,6,76,26,,,,,,Huat10 25-08-22 a_thumbnail,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-08-25,,,
700,3,Huat_NHMUK015580261-04,Huat_NHMUK015580261-04_thumbnail,13,11,0,0,1,0,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-06-03,6,6,76,26,,,,,,Huat10 12-12-22 c_thumbnail,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-12-12,,,
701,3,Huat_NHMUK015580261-05,Huat_NHMUK015580261-05_thumbnail,18,13,0,1,1,1,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-06-03,6,6,76,26,,,,,,Huat10 12-12-22 b_thumbnail,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-12-12,,,
702,3,Huat_NHMUK015580261-06,Huat_NHMUK015580261-06_thumbnail,12,12,0,0,0,0,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-06-03,6,6,76,26,,,,,,Huat10 12-12-22 a_thumbnail,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-12-12,,,
703,3,Huat_NHMUK015580261-07,Huat_NHMUK015580261-07_thumbnail,12,11,0,0,0,0,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-06-03,6,6,76,26,,,,,,Huat10 12-07-22 h_thumbnail,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-07-12,,,
704,3,Huat_NHMUK015580261-08,Huat_NHMUK015580261-08_thumbnail,3,3,0,0,0,0,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-06-03,6,6,76,26,,,,,,Huat10 12-07-22 g_thumbnail,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-07-12,,,
705,3,Huat_NHMUK015580261-22,Huat_NHMUK015580261-22_thumbnail,15,0,0,3,2,0,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-06-03,6,6,76,26,,,,,,Huat10 12-07-22 f_thumbnail,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-07-12,,,
706,3,Huat_NHMUK015580261-21,Huat_NHMUK015580261-21_thumbnail,72,0,0,14,0,0,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-06-03,6,6,76,26,,,,,,Huat10 12-07-22 e_thumbnail,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-07-12,,,
707,3,Huat_NHMUK015580261-20,Huat_NHMUK015580261-20_thumbnail,79,0,0,12,1,0,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-06-03,6,6,76,26,,,,,,Huat10 12-07-22 d_thumbnail,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-07-12,,,
708,3,Huat_NHMUK015580261-19,Huat_NHMUK015580261-19_thumbnail,97,4,0,16,5,0,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-06-03,6,6,76,26,,,,,,Huat10 12-07-22 c_thumbnail,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-07-12,,,
709,3,Huat_NHMUK015580261-18,Huat_NHMUK015580261-18_thumbnail,2,0,0,0,0,0,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-06-03,6,6,76,26,,,,,,Huat10 12-07-22 b_thumbnail,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-07-12,,,
710,3,Huat_NHMUK015580261-17,Huat_NHMUK015580261-17_thumbnail,42,13,0,6,3,0,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-06-03,6,6,76,26,,,,,,Huat10 12-07-22 a_thumbnail,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-07-12,,,
711,3,Huat_NHMUK015580261-16,Huat_NHMUK015580261-16_thumbnail,48,19,0,5,2,0,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-06-03,6,6,76,26,,,,,,Huat10 06-11-22 b_thumbnail,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-11-06,,,
712,3,Huat_NHMUK015580261-15,Huat_NHMUK015580261-15_thumbnail,1,0,1,0,0,0,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-06-03,6,6,76,26,,,,,,Huat10 06-11-22 a_thumbnail,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-11-06,,,
713,3,Huat_NHMUK015580261-14,Huat_NHMUK015580261-14_thumbnail,11,4,0,1,0,1,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-06-03,6,6,76,26,,,,,,Huat10 04-05-22 c_thumbnail,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-05-04,,,
714,3,Huat_NHMUK015580261-13,Huat_NHMUK015580261-13_thumbnail,17,7,0,0,1,8,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-06-03,6,6,76,26,,,,,,Huat10 04-05-22 b_thumbnail,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-05-04,,,
715,3,Huat_NHMUK015580261-12,Huat_NHMUK015580261-12_thumbnail,17,4,0,0,1,9,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-06-03,6,6,76,26,,,,,,Huat10 04-05-22 a_thumbnail,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-05-04,,,
716,3,Huat_NHMUK015580261-11,Huat_NHMUK015580261-11_thumbnail,1,0,0,0,0,0,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-06-03,6,6,76,26,,,,,,Huat10 01-10-22 b_thumbnail,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-10-01,,,
717,3,Huat_NHMUK015580261-10,Huat_NHMUK015580261-10_thumbnail,17,1,1,0,2,7,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-06-03,6,6,76,26,,,,,,Huat10 01-10-22 a_thumbnail,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-10-01,,,
718,3,Huat_NHMUK015580261-09,Huat_NHMUK015580261-09_thumbnail,21,8,0,0,1,8,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-06-03,6,6,76,26,,,,,,Huat09 06-09-22 redo_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-09-06,,,
302,2,Huat_NHMUK015580219-19,Huat_NHMUK015580219-19_thumbnail,93,12,0,2,0,0,Moderately disturbed tropical dry forest,Huat07,Cacaluta7,-96.162364,15.728250,8,2022-06-03,6,7,77,27,,,,,,Huat09 06-09-22 o_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-09-06,,,
303,2,Huat_NHMUK015580219-18,Huat_NHMUK015580219-18_thumbnail,67,14,1,1,0,0,Moderately disturbed tropical dry forest,Huat07,Cacaluta7,-96.162364,15.728250,8,2022-06-03,6,7,77,27,,,,,,Huat09 06-09-22 n_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-09-06,,,
304,2,Huat_NHMUK015580219-17,Huat_NHMUK015580219-17_thumbnail,43,21,0,0,0,13,Moderately disturbed tropical dry forest,Huat07,Cacaluta7,-96.162364,15.728250,8,2022-06-03,6,7,77,27,,,,,,Huat09 06-09-22 m_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-09-06,,,
537,3,Huat_NHMUK015580219-01,huat_nhmuk015580219-01_thumbnail,7,0,0,0,7,0,Moderately disturbed tropical dry forest,Huat07,Cacaluta7,-96.162364,15.728250,8,2022-06-03,6,7,77,27,,,,,,Huat09 06-09-22 l_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-09-06,,,
538,3,Huat_NHMUK015580219-02,huat_nhmuk015580219-02_thumbnail,11,6,1,0,1,3,Moderately disturbed tropical dry forest,Huat07,Cacaluta7,-96.162364,15.728250,8,2022-06-03,6,7,77,27,,,,,,Huat09 06-09-22 k_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-09-06,,,
539,3,Huat_NHMUK015580219-03,huat_nhmuk015580219-03_thumbnail,9,2,0,0,0,5,Moderately disturbed tropical dry forest,Huat07,Cacaluta7,-96.162364,15.728250,8,2022-06-03,6,7,77,27,,,,,,Huat09 06-09-22 j_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-09-06,,,
540,3,Huat_NHMUK015580219-04,huat_nhmuk015580219-04_thumbnail,5,2,1,0,1,0,Moderately disturbed tropical dry forest,Huat07,Cacaluta7,-96.162364,15.728250,8,2022-06-03,6,7,77,27,,,,,,Huat09 06-09-22 i_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-09-06,,,
541,3,Huat_NHMUK015580219-05,huat_nhmuk015580219-05_thumbnail,11,2,0,0,2,0,Moderately disturbed tropical dry forest,Huat07,Cacaluta7,-96.162364,15.728250,8,2022-06-03,6,7,77,27,,,,,,Huat09 06-09-22 h_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-09-06,,,
542,3,Huat_NHMUK015580219-06,huat_nhmuk015580219-06_thumbnail,13,6,0,0,1,5,Moderately disturbed tropical dry forest,Huat07,Cacaluta7,-96.162364,15.728250,8,2022-06-03,6,7,77,27,,,,,,Huat09 06-09-22 g_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-09-06,,,
543,3,Huat_NHMUK015580219-07,huat_nhmuk015580219-07_thumbnail,14,6,0,0,0,7,Moderately disturbed tropical dry forest,Huat07,Cacaluta7,-96.162364,15.728250,8,2022-06-03,6,7,77,27,,,,,,Huat09 06-09-22 f_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-09-06,,,
544,3,Huat_NHMUK015580219-08,huat_nhmuk015580219-08_thumbnail,12,7,0,0,2,3,Moderately disturbed tropical dry forest,Huat07,Cacaluta7,-96.162364,15.728250,8,2022-06-03,6,7,77,27,,,,,,Huat09 06-09-22 e_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-09-06,,,
545,3,Huat_NHMUK015580219-09,huat_nhmuk015580219-09_thumbnail,2,1,0,0,0,0,Moderately disturbed tropical dry forest,Huat07,Cacaluta7,-96.162364,15.728250,8,2022-06-03,6,7,77,27,,,,,,Huat09 06-09-22 d_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-09-06,,,
546,3,Huat_NHMUK015580219-10,huat_nhmuk015580219-10 (b)_thumbnail,4,0,0,0,4,0,Moderately disturbed tropical dry forest,Huat07,Cacaluta7,-96.162364,15.728250,8,2022-06-03,6,7,77,27,,,,,,Huat09 06-09-22 c_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-09-06,,,
547,3,Huat_NHMUK015580219-11,huat_nhmuk015580219-11 (B)_thumbnail,4,1,3,0,0,0,Moderately disturbed tropical dry forest,Huat07,Cacaluta7,-96.162364,15.728250,8,2022-06-03,6,7,77,27,,,,,,Huat09 06-09-22 b_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-09-06,,,
548,3,Huat_NHMUK015580219-12,huat_nhmuk015580219-12 (B)_thumbnail,7,1,1,0,3,2,Moderately disturbed tropical dry forest,Huat07,Cacaluta7,-96.162364,15.728250,8,2022-06-03,6,7,77,27,,,,,,Huat09 06-09-22 a_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-09-06,,,
549,3,Huat_NHMUK015580219-13,huat_nhmuk015580219-13 (B)_thumbnail,7,4,0,0,2,0,Moderately disturbed tropical dry forest,Huat07,Cacaluta7,-96.162364,15.728250,8,2022-06-03,6,7,77,27,,,,,,Huat09 05-10-22 (3) d_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-10-05,,,
550,3,Huat_NHMUK015580219-14,huat_nhmuk015580219-14 (B)_thumbnail,4,2,0,0,0,1,Moderately disturbed tropical dry forest,Huat07,Cacaluta7,-96.162364,15.728250,8,2022-06-03,6,7,77,27,,,,,,Huat09 05-10-22 (3) c_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-10-05,,,
551,3,Huat_NHMUK015580219-15,huat_nhmuk015580219-15 (C)_thumbnail,12,1,0,0,4,0,Moderately disturbed tropical dry forest,Huat07,Cacaluta7,-96.162364,15.728250,8,2022-06-03,6,7,77,27,,,,,,Huat09 05-10-22 (3) b_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-10-05,,,
552,3,Huat_NHMUK015580219-16,huat_nhmuk015580219-16 (C)_thumbnail,12,1,0,2,4,0,Moderately disturbed tropical dry forest,Huat07,Cacaluta7,-96.162364,15.728250,8,2022-06-03,6,7,77,27,,,,,,Huat09 05-10-22 (3) a_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-10-05,,,
34,1,MEX_2022_06_0302,MEX_2022_06_03022_thumbnail,1,0,0,0,0,0,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-06-03,6,9,79,29,,,,,,Huat09 05-10-22 (2) redo (a & c)_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-10-05,,,
35,1,MEX_2022_06_0301,MEX_2022_06_0301_thumbnail,61,3,2,7,2,3,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-06-03,6,9,79,29,,,,,,Huat09 05-10-22 (2) c_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-10-05,,,
36,1,MEX_2022_06_02,MEX_2022_06_02_thumbnail,9,0,9,0,0,0,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-06-03,6,9,79,29,,,,,,Huat09 05-10-22 (2) b_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-10-05,,,
37,1,MEX_2022_06_01,MEX_2022_06_01_thumbnail,27,2,0,0,10,0,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-06-03,6,9,79,29,,,,,,Huat09 05-10-22 (2) a_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-10-05,,,
55,1,MEX_2022_31_03,MEX2022_31_03_thumbnail,119,4,0,6,1,0,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-06-03,6,9,79,29,,,,,,Huat09 05-10-22 (1) c_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-10-05,,,
56,1,MEX_2022_31_02,MEX2022_31_02_thumbnail,70,0,0,6,0,0,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-06-03,6,9,79,29,,,,,,Huat09 05-10-22 (1) b_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-10-05,,,
57,1,MEX_2022_31_01,MEX2022_31_01_thumbnail,145,5,0,10,0,0,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-06-03,6,9,79,29,,,,,,Huat09 05-10-22 (1) a_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-10-05,,,
91,2,Huat_NHMUK015578762-06,Huat14 03-06-22 f_thumbnail,13,2,4,0,2,0,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,2022-06-03,6,14,84,34,,,,,,Huat09 04-11-22 (2) c_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-11-04,,,
92,2,Huat_NHMUK015578762-07,Huat14 03-06-22 g_thumbnail,13,10,1,0,0,0,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,2022-06-03,6,14,84,34,,,,,,Huat09 04-11-22 (2) c redo_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-11-04,,,
93,2,Huat_NHMUK015578762-03,Huat14 03-06-22 c_thumbnail,12,2,0,0,1,0,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,2022-06-03,6,14,84,34,,,,,,Huat09 04-11-22 (2) b_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-11-04,,,
94,2,Huat_NHMUK015578762-02,Huat14 03-06-22 b_thumbnail,11,2,0,0,1,0,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,2022-06-03,6,14,84,34,,,,,,Huat09 04-11-22 (2) a_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-11-04,,,
97,2,Huat_NHMUK015578762-01,Huat14 03-06-22 a_thumbnail,10,2,0,0,0,0,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,2022-06-03,6,14,84,34,,,,,,Huat09 04-11-22 (1) c_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-11-04,,,
125,2,Huat_NHMUK015578762-05,Huat14 03-06-22 e_thumbnail,6,0,0,0,0,0,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,2022-06-03,6,14,84,34,,,,,,Huat09 04-11-22 (1) b_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-11-04,,,
126,2,Huat_NHMUK015578762-04,Huat14 03-06-22 d_thumbnail,11,0,0,0,0,0,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,2022-06-03,6,14,84,34,,,,,,Huat09 04-11-22 (1) a_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-11-04,,,
7,1,MEX_2022_17_01,MEX_2022_1701_thumbnail,16,8,3,0,0,0,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-06-04,6,10,80,30,,,,,,Huat08 06-09-22 b_thumbnail,Moderately disturbed tropical dry forest,Huat08,Cacaluta8,-96.168297,15.728258,30,2022-09-06,,,
74,1,MEX_2022_22_02,MEX2022_22_02_thumbnail,38,7,2,4,1,0,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-06-04,6,10,80,30,,,,,,Huat08 06-09-22 a_thumbnail,Moderately disturbed tropical dry forest,Huat08,Cacaluta8,-96.168297,15.728258,30,2022-09-06,,,
75,1,MEX_2022_22_01,MEX2022_22_01_thumbnail,50,1,0,3,0,0,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-06-04,6,10,80,30,,,,,,Huat08 05-10-22 b_thumbnail,Moderately disturbed tropical dry forest,Huat08,Cacaluta8,-96.168297,15.728258,30,2022-10-05,,,
79,1,MEX_2022_17_02,MEX_2022_1702_thumbnail,46,20,2,0,6,0,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-06-04,6,10,80,30,,,,,,Huat08 05-10-22 a_thumbnail,Moderately disturbed tropical dry forest,Huat08,Cacaluta8,-96.168297,15.728258,30,2022-10-05,,,
8,1,MEX_2022_1602,MEX_2022_1602_thumbnail,15,0,0,0,5,0,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,2022-06-04,6,11,81,31,,,,,,Huat08 04-11-22 e_thumbnail,Moderately disturbed tropical dry forest,Huat08,Cacaluta8,-96.168297,15.728258,30,2022-11-04,,,
9,1,MEX_2022_1601,MEX_2022_1601_thumbnail,25,22,3,0,0,0,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,2022-06-04,6,11,81,31,,,,,,Huat08 04-11-22 d_thumbnail,Moderately disturbed tropical dry forest,Huat08,Cacaluta8,-96.168297,15.728258,30,2022-11-04,,,
73,1,MEX_2022_23_01,MEX2022_23_01_thumbnail,34,5,0,4,2,0,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,2022-06-04,6,11,81,31,,,,,,Huat08 04-11-22 c_thumbnail,Moderately disturbed tropical dry forest,Huat08,Cacaluta8,-96.168297,15.728258,30,2022-11-04,,,
80,1,MEX_2022_23_02,MEX2022_23_02_thumbnail,24,1,0,0,1,0,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,2022-06-04,6,11,81,31,,,,,,Huat08 04-11-22 b_thumbnail,Moderately disturbed tropical dry forest,Huat08,Cacaluta8,-96.168297,15.728258,30,2022-11-04,,,
472,3,Huat_NHMUK015580256-01,NHMUK015580256-01_thumbnail,8,5,2,0,0,0,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-06-04,6,12,82,32,,,,,,Huat08 04-11-22 a_thumbnail,Moderately disturbed tropical dry forest,Huat08,Cacaluta8,-96.168297,15.728258,30,2022-11-04,,,
473,3,Huat_NHMUK015580256-02,NHMUK015580256-02_thumbnail,1,0,0,0,0,0,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-06-04,6,12,82,32,,,,,,Huat07 06-09-22 (2) c_thumbnail,Moderately disturbed tropical dry forest,Huat07,Cacaluta7,-96.162364,15.728250,8,2022-09-06,,,
474,3,Huat_NHMUK015580256-03,NHMUK015580256-03_thumbnail,8,5,1,0,1,0,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-06-04,6,12,82,32,,,,,,Huat07 06-09-22 (2) b_thumbnail,Moderately disturbed tropical dry forest,Huat07,Cacaluta7,-96.162364,15.728250,8,2022-09-06,,,
475,3,Huat_NHMUK015580256-04,NHMUK015580256-04_thumbnail,1,1,0,0,0,0,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-06-04,6,12,82,32,,,,,,Huat07 06-09-22 (2) a_thumbnail,Moderately disturbed tropical dry forest,Huat07,Cacaluta7,-96.162364,15.728250,8,2022-09-06,,,
