"","flickr_order","ensemble","project_sample_id","image_id","habitat","plot_id","locality","longitude","latitude","elevation","date","month","plot_id_2","unique_plot_month","plot_x_month_id","x","x_1","x_2","x_3","x_4","image_id_1","habitat_2","plotid","locality_2","longitude_2","latitude_2","elevation_2","collection_date","x_5","x_6","x_7","count_type","count"
"1227",543,3,"Huat_NHMUK015580219-07","huat_nhmuk015580219-07_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 f_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G3.Curculionidae",0
"1228",543,3,"Huat_NHMUK015580219-07","huat_nhmuk015580219-07_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 f_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G4.Scarabaeidae",0
"1229",543,3,"Huat_NHMUK015580219-07","huat_nhmuk015580219-07_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 f_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G5.Lampyridae",7
"1230",543,3,"Huat_NHMUK015580219-07","huat_nhmuk015580219-07_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 f_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"Total.Individuals",14
"1231",544,3,"Huat_NHMUK015580219-08","huat_nhmuk015580219-08_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 e_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G1.Elateridae",7
"1232",544,3,"Huat_NHMUK015580219-08","huat_nhmuk015580219-08_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 e_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G2.Cerambycidae",0
"1233",544,3,"Huat_NHMUK015580219-08","huat_nhmuk015580219-08_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 e_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G3.Curculionidae",0
"1234",544,3,"Huat_NHMUK015580219-08","huat_nhmuk015580219-08_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 e_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G4.Scarabaeidae",2
"1235",544,3,"Huat_NHMUK015580219-08","huat_nhmuk015580219-08_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 e_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G5.Lampyridae",3
"1236",544,3,"Huat_NHMUK015580219-08","huat_nhmuk015580219-08_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 e_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"Total.Individuals",12
"1237",545,3,"Huat_NHMUK015580219-09","huat_nhmuk015580219-09_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 d_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G1.Elateridae",1
"1238",545,3,"Huat_NHMUK015580219-09","huat_nhmuk015580219-09_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 d_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G2.Cerambycidae",0
"1239",545,3,"Huat_NHMUK015580219-09","huat_nhmuk015580219-09_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 d_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G3.Curculionidae",0
"1240",545,3,"Huat_NHMUK015580219-09","huat_nhmuk015580219-09_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 d_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G4.Scarabaeidae",0
"1241",545,3,"Huat_NHMUK015580219-09","huat_nhmuk015580219-09_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 d_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G5.Lampyridae",0
"1242",545,3,"Huat_NHMUK015580219-09","huat_nhmuk015580219-09_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 d_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"Total.Individuals",2
"1243",546,3,"Huat_NHMUK015580219-10","huat_nhmuk015580219-10 (b)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 c_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G1.Elateridae",0
"1244",546,3,"Huat_NHMUK015580219-10","huat_nhmuk015580219-10 (b)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 c_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G2.Cerambycidae",0
"1245",546,3,"Huat_NHMUK015580219-10","huat_nhmuk015580219-10 (b)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 c_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G3.Curculionidae",0
"1246",546,3,"Huat_NHMUK015580219-10","huat_nhmuk015580219-10 (b)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 c_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G4.Scarabaeidae",4
"1247",546,3,"Huat_NHMUK015580219-10","huat_nhmuk015580219-10 (b)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 c_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G5.Lampyridae",0
"1248",546,3,"Huat_NHMUK015580219-10","huat_nhmuk015580219-10 (b)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 c_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"Total.Individuals",4
"1249",547,3,"Huat_NHMUK015580219-11","huat_nhmuk015580219-11 (B)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 b_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G1.Elateridae",1
"1250",547,3,"Huat_NHMUK015580219-11","huat_nhmuk015580219-11 (B)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 b_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G2.Cerambycidae",3
"1251",547,3,"Huat_NHMUK015580219-11","huat_nhmuk015580219-11 (B)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 b_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G3.Curculionidae",0
"1252",547,3,"Huat_NHMUK015580219-11","huat_nhmuk015580219-11 (B)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 b_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G4.Scarabaeidae",0
"1253",547,3,"Huat_NHMUK015580219-11","huat_nhmuk015580219-11 (B)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 b_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G5.Lampyridae",0
"1254",547,3,"Huat_NHMUK015580219-11","huat_nhmuk015580219-11 (B)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 b_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"Total.Individuals",4
"1255",548,3,"Huat_NHMUK015580219-12","huat_nhmuk015580219-12 (B)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 a_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G1.Elateridae",1
"1256",548,3,"Huat_NHMUK015580219-12","huat_nhmuk015580219-12 (B)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 a_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G2.Cerambycidae",1
"1257",548,3,"Huat_NHMUK015580219-12","huat_nhmuk015580219-12 (B)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 a_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G3.Curculionidae",0
"1258",548,3,"Huat_NHMUK015580219-12","huat_nhmuk015580219-12 (B)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 a_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G4.Scarabaeidae",3
"1259",548,3,"Huat_NHMUK015580219-12","huat_nhmuk015580219-12 (B)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 a_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"G5.Lampyridae",2
"1260",548,3,"Huat_NHMUK015580219-12","huat_nhmuk015580219-12 (B)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 06-09-22 a_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-09-06",NA,NA,NA,"Total.Individuals",7
"1261",549,3,"Huat_NHMUK015580219-13","huat_nhmuk015580219-13 (B)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 05-10-22 (3) d_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"G1.Elateridae",4
"1262",549,3,"Huat_NHMUK015580219-13","huat_nhmuk015580219-13 (B)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 05-10-22 (3) d_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"G2.Cerambycidae",0
"1263",549,3,"Huat_NHMUK015580219-13","huat_nhmuk015580219-13 (B)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 05-10-22 (3) d_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"G3.Curculionidae",0
"1264",549,3,"Huat_NHMUK015580219-13","huat_nhmuk015580219-13 (B)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 05-10-22 (3) d_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"G4.Scarabaeidae",2
"1265",549,3,"Huat_NHMUK015580219-13","huat_nhmuk015580219-13 (B)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 05-10-22 (3) d_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"G5.Lampyridae",0
"1266",549,3,"Huat_NHMUK015580219-13","huat_nhmuk015580219-13 (B)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 05-10-22 (3) d_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"Total.Individuals",7
"1267",550,3,"Huat_NHMUK015580219-14","huat_nhmuk015580219-14 (B)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 05-10-22 (3) c_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"G1.Elateridae",2
"1268",550,3,"Huat_NHMUK015580219-14","huat_nhmuk015580219-14 (B)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 05-10-22 (3) c_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"G2.Cerambycidae",0
"1269",550,3,"Huat_NHMUK015580219-14","huat_nhmuk015580219-14 (B)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 05-10-22 (3) c_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"G3.Curculionidae",0
"1270",550,3,"Huat_NHMUK015580219-14","huat_nhmuk015580219-14 (B)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 05-10-22 (3) c_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"G4.Scarabaeidae",0
"1271",550,3,"Huat_NHMUK015580219-14","huat_nhmuk015580219-14 (B)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 05-10-22 (3) c_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"G5.Lampyridae",1
"1272",550,3,"Huat_NHMUK015580219-14","huat_nhmuk015580219-14 (B)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 05-10-22 (3) c_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"Total.Individuals",4
"1273",551,3,"Huat_NHMUK015580219-15","huat_nhmuk015580219-15 (C)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 05-10-22 (3) b_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"G1.Elateridae",1
"1274",551,3,"Huat_NHMUK015580219-15","huat_nhmuk015580219-15 (C)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 05-10-22 (3) b_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"G2.Cerambycidae",0
"1275",551,3,"Huat_NHMUK015580219-15","huat_nhmuk015580219-15 (C)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 05-10-22 (3) b_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"G3.Curculionidae",0
"1276",551,3,"Huat_NHMUK015580219-15","huat_nhmuk015580219-15 (C)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 05-10-22 (3) b_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"G4.Scarabaeidae",4
"1277",551,3,"Huat_NHMUK015580219-15","huat_nhmuk015580219-15 (C)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 05-10-22 (3) b_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"G5.Lampyridae",0
"1278",551,3,"Huat_NHMUK015580219-15","huat_nhmuk015580219-15 (C)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 05-10-22 (3) b_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"Total.Individuals",12
"1279",552,3,"Huat_NHMUK015580219-16","huat_nhmuk015580219-16 (C)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 05-10-22 (3) a_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"G1.Elateridae",1
"1280",552,3,"Huat_NHMUK015580219-16","huat_nhmuk015580219-16 (C)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 05-10-22 (3) a_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"G2.Cerambycidae",0
"1281",552,3,"Huat_NHMUK015580219-16","huat_nhmuk015580219-16 (C)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 05-10-22 (3) a_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"G3.Curculionidae",2
"1282",552,3,"Huat_NHMUK015580219-16","huat_nhmuk015580219-16 (C)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 05-10-22 (3) a_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"G4.Scarabaeidae",4
"1283",552,3,"Huat_NHMUK015580219-16","huat_nhmuk015580219-16 (C)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 05-10-22 (3) a_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"G5.Lampyridae",0
"1284",552,3,"Huat_NHMUK015580219-16","huat_nhmuk015580219-16 (C)_thumbnail","Moderately disturbed tropical dry forest","Huat07","Cacaluta7","-96.162364","15.728250","8","2022-06-03",6,"7","77","27",NA,NA,NA,NA,NA,"Huat09 05-10-22 (3) a_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"Total.Individuals",12
"1285",34,1,"MEX_2022_06_0302","MEX_2022_06_03022_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9","-96.168139","15.728939","N/A","2022-06-03",6,"9","79","29",NA,NA,NA,NA,NA,"Huat09 05-10-22 (2) redo (a & c)_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"G1.Elateridae",0
"1286",34,1,"MEX_2022_06_0302","MEX_2022_06_03022_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9","-96.168139","15.728939","N/A","2022-06-03",6,"9","79","29",NA,NA,NA,NA,NA,"Huat09 05-10-22 (2) redo (a & c)_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"G2.Cerambycidae",0
"1287",34,1,"MEX_2022_06_0302","MEX_2022_06_03022_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9","-96.168139","15.728939","N/A","2022-06-03",6,"9","79","29",NA,NA,NA,NA,NA,"Huat09 05-10-22 (2) redo (a & c)_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"G3.Curculionidae",0
"1288",34,1,"MEX_2022_06_0302","MEX_2022_06_03022_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9","-96.168139","15.728939","N/A","2022-06-03",6,"9","79","29",NA,NA,NA,NA,NA,"Huat09 05-10-22 (2) redo (a & c)_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"G4.Scarabaeidae",0
"1289",34,1,"MEX_2022_06_0302","MEX_2022_06_03022_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9","-96.168139","15.728939","N/A","2022-06-03",6,"9","79","29",NA,NA,NA,NA,NA,"Huat09 05-10-22 (2) redo (a & c)_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"G5.Lampyridae",0
"1290",34,1,"MEX_2022_06_0302","MEX_2022_06_03022_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9","-96.168139","15.728939","N/A","2022-06-03",6,"9","79","29",NA,NA,NA,NA,NA,"Huat09 05-10-22 (2) redo (a & c)_thumbnail","Moderately disturbed tropical dry forest","Huat09","Cacaluta9",-96.168139,15.728939,"N/A","2022-10-05",NA,NA,NA,"Total.Individuals",1
