Flickr Order,Ensemble,project_sample_id,image_id,G5 Lampyridae,MS1,MS2,MS 3,MS 4,MS 5,MS 6,MS7,MS8,MS9,Habitat,PlotID,Locality,Longitude,Latitude,Elevation,Date,Month,total_individuals
166,2,Huat_NHMUK015578739-15,Huat09 06-09-22 n_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,06/09/2022,9,2
165,2,Huat_NHMUK015578739-16,Huat09 06-09-22 o_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,06/09/2022,9,1
192,2,Huat_NHMUK015578740-01,Huat09 05-10-22 (1) a_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,05/10/2022,10,22
190,2,Huat_NHMUK015578740-02,Huat09 05-10-22 (1) b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,05/10/2022,10,18
189,2,Huat_NHMUK015578740-03,Huat09 05-10-22 (1) c_thumbnail,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,05/10/2022,10,15
187,2,Huat_NHMUK015578740-04,Huat09 05-10-22 (2) a_thumbnail,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,05/10/2022,10,9
188,2,Huat_NHMUK015578740-05,Huat09 05-10-22 (2) b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,05/10/2022,10,18
186,2,Huat_NHMUK015578740-06,Huat09 05-10-22 (2) c_thumbnail,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,05/10/2022,10,3
184,2,Huat_NHMUK015578740-07,Huat09 05-10-22 (2) redo (a & c)_thumbnail,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,05/10/2022,10,2
181,2,Huat_NHMUK015578740-08,Huat09 05-10-22 (3) a_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,05/10/2022,10,55
182,2,Huat_NHMUK015578740-09,Huat09 05-10-22 (3) b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,05/10/2022,10,3
185,2,Huat_NHMUK015578740-10,Huat09 05-10-22 (3) c_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,05/10/2022,10,6
183,2,Huat_NHMUK015578740-11,Huat09 05-10-22 (3) d_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,05/10/2022,10,58
197,2,Huat_NHMUK015578741-01,Huat09 04-11-22 (1) a_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,04/11/2022,11,22
198,2,Huat_NHMUK015578741-02,Huat09 04-11-22 (1) b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,04/11/2022,11,47
194,2,Huat_NHMUK015578741-03,Huat09 04-11-22 (1) c_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,04/11/2022,11,1
196,2,Huat_NHMUK015578741-04,Huat09 04-11-22 (2) a_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,04/11/2022,11,28
195,2,Huat_NHMUK015578741-05,Huat09 04-11-22 (2) b_thumbnail,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,04/11/2022,11,12
193,2,Huat_NHMUK015578741-06,Huat09 04-11-22 (2) c_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,04/11/2022,11,40
191,2,Huat_NHMUK015578741-07,Huat09 04-11-22 (2) c redo_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,04/11/2022,11,1
163,2,Huat_NHMUK015578742-01,Huat10 01-10-22 a_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,01/10/2022,10,2
161,2,Huat_NHMUK015578742-02,Huat10 01-10-22 b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,01/10/2022,10,6
167,2,Huat_NHMUK015578743-01,Huat10 04-05-22 a_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,04/05/2022,5,26
160,2,Huat_NHMUK015578743-02,Huat10 04-05-22 b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,04/05/2022,5,6
159,2,Huat_NHMUK015578743-03,Huat10 04-05-22 c_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,04/05/2022,5,6
158,2,Huat_NHMUK015578744-01,Huat10 06-11-22 a_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,06/11/2022,11,1
156,2,Huat_NHMUK015578744-02,Huat10 06-11-22 b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,06/11/2022,11,5
162,2,Huat_NHMUK015578745-01,Huat10 12-07-22 a_thumbnail,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,12/07/2022,7,29
157,2,Huat_NHMUK015578745-02,Huat10 12-07-22 b_thumbnail,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,12/07/2022,7,12
155,2,Huat_NHMUK015578745-03,Huat10 12-07-22 c_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,12/07/2022,7,13
154,2,Huat_NHMUK015578745-04,Huat10 12-07-22 d_thumbnail,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,12/07/2022,7,23
150,2,Huat_NHMUK015578745-05,Huat10 12-07-22 e_thumbnail,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,12/07/2022,7,26
151,2,Huat_NHMUK015578745-06,Huat10 12-07-22 f_thumbnail,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,12/07/2022,7,15
152,2,Huat_NHMUK015578745-07,Huat10 12-07-22 g_thumbnail,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,12/07/2022,7,10
153,2,Huat_NHMUK015578745-08,Huat10 12-07-22 h_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,12/07/2022,7,18
145,2,Huat_NHMUK015578746-01,Huat10 25-08-22 a_thumbnail,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,25/08/2022,8,3
311,2,Huat_NHMUK015578746-03,Huat10 25-08-22 c_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,25/08/2022,11,5
148,2,Huat_NHMUK015578747-01,Huat10 12-12-22 a_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,12/12/2022,12,18
147,2,Huat_NHMUK015578747-02,Huat10 12-12-22 b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,12/12/2022,12,7
146,2,Huat_NHMUK015578747-03,Huat10 12-12-22 c_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,12/12/2022,12,15
312,2,Huat_NHMUK015578748-01,Huat11 09-01-22 a_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,09/01/2022,8,5
133,2,Huat_NHMUK015578748-02,Huat11 09-01-22 b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,09/01/2022,1,11
137,2,Huat_NHMUK015578748-03,Huat11 09-01-22 c_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,09/01/2022,1,36
134,2,Huat_NHMUK015578748-04,Huat11 09-01-22 d_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,09/01/2022,1,28
132,2,Huat_NHMUK015578749-01,Huat11 11-04-22 a_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,11/04/2022,4,18
130,2,Huat_NHMUK015578749-02,Huat11 11-04-22 b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,11/04/2022,4,7
128,2,Huat_NHMUK015578749-03,Huat11 11-04-22 c_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,11/04/2022,4,4
131,2,Huat_NHMUK015578749-04,Huat11 11-04-22 d_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,11/04/2022,4,10
149,2,Huat_NHMUK015578750-01,Huat11 03-05-22 (1) a_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,03/05/2022,5,8
144,2,Huat_NHMUK015578750-02,Huat11 03-05-22 (1) b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,03/05/2022,5,4
141,2,Huat_NHMUK015578750-03,Huat11 03-05-22 (1) c_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,03/05/2022,5,13
139,2,Huat_NHMUK015578750-04,Huat11 03-05-22 (2) a_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,03/05/2022,5,6
143,2,Huat_NHMUK015578750-05,Huat11 03-05-22 (2) b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,03/05/2022,5,10
140,2,Huat_NHMUK015578750-06,Huat11 03-05-22 (2) c_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,03/05/2022,5,2
138,2,Huat_NHMUK015578750-07,Huat11 03-05-22 (3) a_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,03/05/2022,5,6
136,2,Huat_NHMUK015578750-08,Huat11 03-05-22 (3) b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,03/05/2022,5,1
123,2,Huat_NHMUK015578751-01,Huat11 25-08-22 a_thumbnail,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,25/08/2022,8,2
142,2,Huat_NHMUK015578751-02,Huat11 25-08-22 b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,25/08/2022,8,5
313,2,Huat_NHMUK015578751-02,Huat11 25-08-22 b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,25/08/2022,1,5
121,2,Huat_NHMUK015578751-03,Huat11 25-08-22 c_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,25/08/2022,8,8
135,2,Huat_NHMUK015578752-01,Huat11 06-11-22 a_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,06/11/2022,11,5
314,2,Huat_NHMUK015578752-02,Huat11 06-11-22 b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,06/11/2022,8,13
127,2,Huat_NHMUK015578753-01,Huat11 12-12-22 a_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,12/12/2022,12,2
129,2,Huat_NHMUK015578753-02,Huat11 12-12-22 b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,12/12/2022,12,18
113,2,Huat_NHMUK015578754-01,Huatulco12 25-08-22 a_thumbnail,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,25/08/2022,8,14
110,2,Huat_NHMUK015578754-02,Huatulco12 25-08-22 b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,25/08/2022,8,2
111,2,Huat_NHMUK015578754-03,Huatulco12 25-08-22 c_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,25/08/2022,8,39
109,2,Huat_NHMUK015578754-05,Huat12 25-08-22_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,25/08/2022,8,1
122,2,Huat_NHMUK015578755-01,Huat12 1-Oct-22 a_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,01/10/2022,10,6
120,2,Huat_NHMUK015578755-02,Huat12 1-Oct-22 b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,01/10/2022,10,8
119,2,Huat_NHMUK015578755-03,Huat12 1-Oct-22 c_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,01/10/2022,10,5
117,2,Huat_NHMUK015578755-04,Huat12 1-Oct-22 d_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,01/10/2022,10,23
118,2,Huat_NHMUK015578755-05,Huat12 1-Oct-22 d redo_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,01/10/2022,10,1
116,2,Huat_NHMUK015578756-01,Huatulco12 06-11-22 a_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,06/11/2022,11,5
115,2,Huat_NHMUK015578756-02,Huatulco12 06-11-22 b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,06/11/2022,11,8
114,2,Huat_NHMUK015578756-03,Huatulco12 06-11-22 c_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,06/11/2022,11,28
112,2,Huat_NHMUK015578756-04,Huatulco12 06-11-22 d_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,06/11/2022,11,6
108,2,Huat_NHMUK015578757-01,Huat13 03-05-22 a_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat13,HNP 4,-96.203078,15.766389,N/A,03/05/2022,5,7
107,2,Huat_NHMUK015578757-02,Huat13 03-05-22 b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat13,HNP 4,-96.203078,15.766389,N/A,03/05/2022,5,3
104,2,Huat_NHMUK015578757-03,Huat13 03-05-22 c_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat13,HNP 4,-96.203078,15.766389,N/A,03/05/2022,5,4
100,2,Huat_NHMUK015578758-01,Huat13 25-08-22 a_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat13,HNP 4,-96.203078,15.766389,N/A,25/08/2022,8,8
102,2,Huat_NHMUK015578758-02,Huat13 25-08-22 b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat13,HNP 4,-96.203078,15.766389,N/A,25/08/2022,8,2
106,2,Huat_NHMUK015578759-01,Huat13 04-10-22 a_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat13,HNP 4,-96.203078,15.766389,N/A,04/10/2022,10,6
105,2,Huat_NHMUK015578759-02,Huat13 04-10-22 b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat13,HNP 4,-96.203078,15.766389,N/A,04/10/2022,10,10
103,2,Huat_NHMUK015578759-03,Huat13 04-10-22 c_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat13,HNP 4,-96.203078,15.766389,N/A,04/10/2022,10,13
101,2,Huat_NHMUK015578760,Huat13 12-12-22_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat13,HNP 4,-96.203078,15.766389,N/A,12/12/2022,12,2
99,2,Huat_NHMUK015578761-01,Huat14 03-05-22 a_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,03/05/2022,5,6
96,2,Huat_NHMUK015578761-02,Huat14 03-05-22 b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,03/05/2022,5,9
95,2,Huat_NHMUK015578761-03,Huat14 03-05-22 c_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,03/05/2022,5,15
97,2,Huat_NHMUK015578762-01,Huat14 03-06-22 a_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,03/06/2022,6,10
94,2,Huat_NHMUK015578762-02,Huat14 03-06-22 b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,03/06/2022,6,11
93,2,Huat_NHMUK015578762-03,Huat14 03-06-22 c_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,03/06/2022,6,12
126,2,Huat_NHMUK015578762-04,Huat14 03-06-22 d_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,03/06/2022,6,11
125,2,Huat_NHMUK015578762-05,Huat14 03-06-22 e_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,03/06/2022,6,6
91,2,Huat_NHMUK015578762-06,Huat14 03-06-22 f_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,03/06/2022,6,13
92,2,Huat_NHMUK015578762-07,Huat14 03-06-22 g_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,03/06/2022,6,13
89,2,Huat_NHMUK015578763-01,Huat14 25-09-22 a_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,25/09/2022,9,2
87,2,Huat_NHMUK015578763-02,Huat14 25-09-22 b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,25/09/2022,9,9
98,2,Huat_NHMUK015578764,Huat14 01-10-22_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,01/10/2022,10,3
85,2,Huat_NHMUK015578765-01,Huat14 06-11-22 a_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,06/11/2022,11,1
90,2,Huat_NHMUK015578765-02,Huat14 06-11-22 b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,06/11/2022,11,2
86,2,Huat_NHMUK015578766-01,Huat14 12-12-22 a_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,12/12/2022,12,2
88,2,Huat_NHMUK015578766-02,Huat14 12-12-22 b_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,12/12/2022,12,4
487,3,Huat_NHMUK015580216-01,huat_nhmuk015580216-01_thumbnail,2,2,0,0,0,0,0,0,0,0,Highly disturbed tropical dry forest,Huat03,Cacaluta3,-96.162669,15.730978,10,02/06/2022,6,9
486,3,Huat_NHMUK015580216-01redo,huat_nhmuk015580216-01 redo_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Highly disturbed tropical dry forest,Huat03,Cacaluta3,-96.162669,15.730978,10,02/06/2022,6,3
488,3,Huat_NHMUK015580216-02,huat_nhmuk015580216-02_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Highly disturbed tropical dry forest,Huat03,Cacaluta3,-96.162669,15.730978,10,02/06/2022,6,12
489,3,Huat_NHMUK015580216-03,huat_nhmuk015580216-03_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Highly disturbed tropical dry forest,Huat03,Cacaluta3,-96.162669,15.730978,10,02/06/2022,6,7
490,3,Huat_NHMUK015580216-04,huat_nhmuk015580216-04_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Highly disturbed tropical dry forest,Huat03,Cacaluta3,-96.162669,15.730978,10,02/06/2022,6,8
491,3,Huat_NHMUK015580216-05,huat_nhmuk015580216-05_thumbnail,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Highly disturbed tropical dry forest,Huat03,Cacaluta3,-96.162669,15.730978,10,02/06/2022,6,8
